val_loss,val_mle,step,epoch,mle,loss
,,497421,145,13.185298919677734,84.66807556152344
102.44524383544922,14.599909782409668,500828,146,,
,,500828,146,13.180760383605957,84.58253479003906
98.5330581665039,14.176214218139648,504235,147,,
,,504235,147,13.160674095153809,84.30558776855469
99.5351791381836,14.191631317138672,507642,148,,
,,507642,148,13.15378189086914,84.21382141113281
97.92109680175781,14.17485523223877,511049,149,,
,,511049,149,13.14182186126709,84.07951354980469
97.25534057617188,14.057415962219238,514456,150,,
,,514456,150,13.135048866271973,83.91673278808594
97.57860565185547,14.061684608459473,517863,151,,
,,517863,151,13.121183395385742,83.73780822753906
96.76039123535156,14.001944541931152,521270,152,,
,,521270,152,13.11428451538086,83.61869049072266
98.23650360107422,14.1720609664917,524677,153,,
,,524677,153,13.10567855834961,83.53353881835938
95.79131317138672,13.97245979309082,528084,154,,
,,528084,154,13.097209930419922,83.36649322509766
100.2560043334961,14.12677001953125,531491,155,,
,,531491,155,13.088053703308105,83.2613296508789
99.60643005371094,14.307140350341797,534898,156,,
,,534898,156,13.0748291015625,83.06181335449219
97.473388671875,14.03549861907959,538305,157,,
,,538305,157,13.0648775100708,82.93346405029297
98.24419403076172,14.114910125732422,541712,158,,
,,541712,158,13.066625595092773,82.94061279296875
96.13055419921875,13.893449783325195,545119,159,,
,,545119,159,13.048547744750977,82.64222717285156
96.47687530517578,14.01949691772461,548526,160,,
,,548526,160,13.042421340942383,82.60599517822266
100.69952392578125,14.318094253540039,551933,161,,
,,551933,161,13.035759925842285,82.47713470458984
96.26998138427734,13.98644733428955,555340,162,,
,,555340,162,13.020940780639648,82.2743148803711
94.64054870605469,13.83849048614502,558747,163,,
,,558747,163,13.01518726348877,82.20240783691406
95.8340072631836,13.975339889526367,562154,164,,
,,562154,164,13.001269340515137,82.00524139404297
94.71475219726562,13.877570152282715,565561,165,,
,,565561,165,12.997559547424316,81.89395904541016
96.01119232177734,14.040651321411133,568968,166,,
,,568968,166,12.990817070007324,81.8296127319336
102.82661437988281,14.70827579498291,572375,167,,
,,572375,167,12.979878425598145,81.6220932006836
95.37740325927734,13.892826080322266,575782,168,,
,,575782,168,12.966614723205566,81.48257446289062
95.00382232666016,13.868459701538086,579189,169,,
,,579189,169,12.955933570861816,81.34832000732422
95.68168640136719,13.973672866821289,582596,170,,
,,582596,170,12.952800750732422,81.2634048461914
94.92498016357422,13.942585945129395,586003,171,,
,,586003,171,12.942771911621094,81.19747924804688
96.8399429321289,14.06400203704834,589410,172,,
,,589410,172,12.941880226135254,81.10143280029297
94.95199584960938,13.845168113708496,592817,173,,
,,592817,173,12.928274154663086,80.93334197998047
96.70215606689453,14.132683753967285,596224,174,,
,,596224,174,12.916431427001953,80.70745849609375
95.72159576416016,13.901544570922852,599631,175,,
,,599631,175,12.911567687988281,80.68746948242188
95.32019805908203,13.830864906311035,603038,176,,
,,603038,176,12.903960227966309,80.59781646728516
99.17080688476562,14.27476978302002,606445,177,,
,,606445,177,12.893449783325195,80.42500305175781
94.42874145507812,13.812192916870117,609852,178,,
,,609852,178,12.892215728759766,80.42570495605469
95.95702362060547,13.919620513916016,613259,179,,
,,613259,179,12.882022857666016,80.26564025878906
95.9495849609375,14.027511596679688,616666,180,,
,,616666,180,12.869675636291504,80.08876037597656
99.06948852539062,14.1797456741333,620073,181,,
,,620073,181,12.861788749694824,79.9559326171875
96.60136413574219,14.121220588684082,623480,182,,
,,623480,182,12.861998558044434,80.0308609008789
96.01766967773438,14.02820873260498,626887,183,,
,,626887,183,12.846184730529785,79.79864501953125
94.09554290771484,13.88897705078125,630294,184,,
,,630294,184,12.842277526855469,79.68513488769531
97.00933074951172,14.159409523010254,633701,185,,
,,633701,185,12.833369255065918,79.57975769042969
94.15161895751953,13.762083053588867,637108,186,,
,,637108,186,12.827859878540039,79.49243927001953
94.36445617675781,13.866981506347656,640515,187,,
,,640515,187,12.822210311889648,79.40294647216797
94.25729370117188,13.901240348815918,643922,188,,
,,643922,188,12.813436508178711,79.28337860107422
94.10757446289062,13.853158950805664,647329,189,,
,,647329,189,12.811673164367676,79.24121856689453
94.09786987304688,13.823172569274902,650736,190,,
,,650736,190,12.799571990966797,79.09696960449219
95.235595703125,14.000874519348145,654143,191,,
,,654143,191,12.800263404846191,79.09774017333984
94.5837173461914,13.861315727233887,657550,192,,
,,657550,192,12.781525611877441,78.83949279785156
95.56251525878906,13.95173168182373,660957,193,,
,,660957,193,12.780684471130371,78.79655456542969
93.67082977294922,13.791349411010742,664364,194,,
,,664364,194,12.770074844360352,78.66403198242188
93.45313262939453,13.80512523651123,667771,195,,
,,667771,195,12.76222038269043,78.56983184814453
92.87638092041016,13.744131088256836,671178,196,,
,,671178,196,12.761886596679688,78.59435272216797
94.10614013671875,13.858222961425781,674585,197,,
,,674585,197,12.754961013793945,78.4490966796875
95.42195129394531,13.985297203063965,677992,198,,
,,677992,198,12.745357513427734,78.3476791381836
94.22895050048828,13.885092735290527,681399,199,,
,,681399,199,12.740288734436035,78.2606201171875
93.07012176513672,13.70237922668457,684806,200,,
,,684806,200,12.730480194091797,78.1466293334961
93.26943969726562,13.770273208618164,688213,201,,
,,688213,201,12.725676536560059,78.05123138427734
94.6532211303711,13.99195671081543,691620,202,,
,,691620,202,12.72341251373291,78.05413055419922
100.389892578125,14.418444633483887,695027,203,,
,,695027,203,12.714442253112793,77.95370483398438
92.60972595214844,13.696044921875,698434,204,,
,,698434,204,12.710683822631836,77.89089965820312
92.4699478149414,13.688688278198242,701841,205,,
,,701841,205,12.704896926879883,77.75021362304688
93.92520904541016,13.76037883758545,705248,206,,
,,705248,206,12.701262474060059,77.71089935302734
95.18778991699219,13.9078950881958,708655,207,,
,,708655,207,12.691068649291992,77.57571411132812
94.5201416015625,13.927994728088379,712062,208,,
,,712062,208,12.68667984008789,77.51959228515625
92.92315673828125,13.766538619995117,715469,209,,
,,715469,209,12.688751220703125,77.58958435058594
91.83320617675781,13.63755989074707,718876,210,,
,,718876,210,12.67585563659668,77.36044311523438
92.24240112304688,13.700536727905273,722283,211,,
,,722283,211,12.671146392822266,77.3392333984375
96.5700454711914,14.083043098449707,725690,212,,
,,725690,212,12.66833209991455,77.27581787109375
92.47120666503906,13.728610038757324,729097,213,,
,,729097,213,12.667298316955566,77.21088409423828
94.94774627685547,13.938484191894531,732504,214,,
,,732504,214,12.654406547546387,77.05924224853516
91.94992065429688,13.681204795837402,735911,215,,
,,735911,215,12.651898384094238,77.06221771240234
93.0582504272461,13.76747989654541,739318,216,,
,,739318,216,12.645988464355469,76.9737548828125
93.14667510986328,13.870994567871094,742725,217,,
,,742725,217,12.64009952545166,76.88085174560547
92.32506561279297,13.68423843383789,746132,218,,
,,746132,218,12.63024616241455,76.73062896728516
92.04627990722656,13.717887878417969,749539,219,,
,,749539,219,12.623444557189941,76.6458740234375
91.91120910644531,13.692204475402832,752946,220,,
,,752946,220,12.625246047973633,76.74900817871094
93.06205749511719,13.82612133026123,756353,221,,
,,756353,221,12.619905471801758,76.59698486328125
91.76346588134766,13.642891883850098,759760,222,,
,,759760,222,12.6170654296875,76.56929016113281
93.06282043457031,13.78853702545166,763167,223,,
,,763167,223,12.608777046203613,76.48246765136719
91.72305297851562,13.654569625854492,766574,224,,
,,766574,224,12.607738494873047,76.4454574584961
91.62359619140625,13.64838981628418,769981,225,,
,,769981,225,12.600115776062012,76.33515930175781
91.4683609008789,13.672179222106934,773388,226,,
,,773388,226,12.601896286010742,76.37326049804688
91.92951965332031,13.702607154846191,776795,227,,
,,776795,227,12.59078598022461,76.21420288085938
92.06566619873047,13.73483657836914,780202,228,,
,,780202,228,12.587324142456055,76.16171264648438
92.00904846191406,13.709025382995605,783609,229,,
,,783609,229,12.587539672851562,76.15438842773438
92.99148559570312,13.76889705657959,787016,230,,
,,787016,230,12.57867431640625,76.11024475097656
92.49505615234375,13.731644630432129,790423,231,,
,,790423,231,12.5740966796875,76.0225830078125
91.82992553710938,13.66565227508545,793830,232,,
,,793830,232,12.575467109680176,76.00823211669922
92.5589599609375,13.696317672729492,797237,233,,
,,797237,233,12.570981979370117,75.93238067626953
91.02401733398438,13.61319351196289,800644,234,,
,,800644,234,12.569231033325195,75.9206314086914
91.53924560546875,13.606597900390625,804051,235,,
,,804051,235,12.562032699584961,75.82670593261719
92.02715301513672,13.5999174118042,807458,236,,
,,807458,236,12.5541410446167,75.74657440185547
92.09270477294922,13.756505012512207,810865,237,,
,,810865,237,12.55327033996582,75.68721008300781
91.4573974609375,13.596096992492676,814272,238,,
,,814272,238,12.543586730957031,75.61638641357422
90.99175262451172,13.596433639526367,817679,239,,
,,817679,239,12.548246383666992,75.61922454833984
91.13967895507812,13.60055160522461,821086,240,,
,,821086,240,12.543818473815918,75.6172103881836
91.42919921875,13.651588439941406,824493,241,,
,,824493,241,12.53635311126709,75.5100326538086
92.13793182373047,13.747574806213379,827900,242,,
,,827900,242,12.539772033691406,75.55288696289062
92.06267547607422,13.720686912536621,831307,243,,
,,831307,243,12.531011581420898,75.41405487060547
90.81866455078125,13.584090232849121,834714,244,,
,,834714,244,12.525261878967285,75.33647155761719
91.7481460571289,13.72628116607666,838121,245,,
,,838121,245,12.521600723266602,75.32012176513672
91.13655090332031,13.592093467712402,841528,246,,
,,841528,246,12.515897750854492,75.21939849853516
90.96076202392578,13.592663764953613,844935,247,,
,,844935,247,12.512563705444336,75.19461059570312
90.61813354492188,13.543374061584473,848342,248,,
,,848342,248,12.510904312133789,75.1735610961914
90.87078857421875,13.614601135253906,851749,249,,
,,851749,249,12.51313304901123,75.14979553222656
91.23151397705078,13.622835159301758,855156,250,,
,,855156,250,12.50731372833252,75.06623077392578
90.97518920898438,13.600241661071777,858563,251,,
,,858563,251,12.501458168029785,75.03397369384766
90.88880157470703,13.575638771057129,861970,252,,
,,861970,252,12.494379997253418,74.94461059570312
91.66920471191406,13.689371109008789,865377,253,,
,,865377,253,12.500483512878418,74.98181915283203
90.855224609375,13.59058666229248,868784,254,,
,,868784,254,12.490607261657715,74.88604736328125
90.53753662109375,13.576634407043457,872191,255,,
,,872191,255,12.485891342163086,74.85283660888672
90.48871612548828,13.560037612915039,875598,256,,
,,875598,256,12.484201431274414,74.84171295166016
90.92601776123047,13.58299732208252,879005,257,,
,,879005,257,12.486886024475098,74.83699035644531
91.1251449584961,13.617724418640137,882412,258,,
,,882412,258,12.482563972473145,74.77758026123047
90.9299545288086,13.627496719360352,885819,259,,
,,885819,259,12.480673789978027,74.77297973632812
90.88275146484375,13.558052062988281,889226,260,,
,,889226,260,12.477692604064941,74.68944549560547
90.76097869873047,13.607439994812012,892633,261,,
,,892633,261,12.467516899108887,74.59502410888672
90.68848419189453,13.574128150939941,896040,262,,
,,896040,262,12.472002029418945,74.63822174072266
90.49158477783203,13.589089393615723,899447,263,,
,,899447,263,12.4691743850708,74.59152221679688
90.57949829101562,13.569696426391602,902854,264,,
,,902854,264,12.466368675231934,74.5967788696289
90.9818344116211,13.595541000366211,906261,265,,
,,906261,265,12.460454940795898,74.50904846191406
91.1480484008789,13.685481071472168,909668,266,,
,,909668,266,12.462751388549805,74.5232925415039
90.31502532958984,13.503721237182617,913075,267,,
,,913075,267,12.456273078918457,74.4530258178711
90.41465759277344,13.521928787231445,916482,268,,
,,916482,268,12.454126358032227,74.39874267578125
90.93563079833984,13.594005584716797,919889,269,,
,,919889,269,12.452227592468262,74.38561248779297
90.47850036621094,13.583072662353516,923296,270,,
,,923296,270,12.456056594848633,74.38935852050781
90.612060546875,13.616744041442871,926703,271,,
,,926703,271,12.444021224975586,74.27644348144531
90.16389465332031,13.531588554382324,930110,272,,
,,930110,272,12.444202423095703,74.26419830322266
90.23889923095703,13.522662162780762,933517,273,,
,,933517,273,12.445050239562988,74.2525634765625
89.91128540039062,13.51849365234375,936924,274,,
,,936924,274,12.440360069274902,74.24144744873047
90.82304382324219,13.592281341552734,940331,275,,
,,940331,275,12.434464454650879,74.11264038085938
90.41645812988281,13.554065704345703,943738,276,,
,,943738,276,12.438128471374512,74.16820526123047
90.02883911132812,13.514933586120605,947145,277,,
,,947145,277,12.434626579284668,74.14180755615234
89.88146209716797,13.523370742797852,950552,278,,
,,950552,278,12.435029983520508,74.13429260253906
90.37765502929688,13.520181655883789,953959,279,,
,,953959,279,12.432621955871582,74.11385345458984
90.06330871582031,13.547883033752441,957366,280,,
,,957366,280,12.43062686920166,74.12092590332031
90.0263671875,13.560437202453613,960773,281,,
,,960773,281,12.430922508239746,74.07947540283203
90.3050308227539,13.590500831604004,964180,282,,
,,964180,282,12.43095588684082,74.08525848388672
90.37153625488281,13.58094310760498,967587,283,,
,,967587,283,12.419123649597168,73.96855163574219
89.98949432373047,13.503156661987305,970994,284,,
,,970994,284,12.420248031616211,73.97611999511719
90.25467681884766,13.514729499816895,974401,285,,
,,974401,285,12.41463851928711,73.91105651855469
89.93263244628906,13.545368194580078,977808,286,,
,,977808,286,12.416678428649902,73.88491821289062
90.4441909790039,13.555598258972168,981215,287,,
,,981215,287,12.420650482177734,73.91836547851562
89.9015884399414,13.506209373474121,984622,288,,
,,984622,288,12.418508529663086,73.90560913085938
90.28759002685547,13.581034660339355,988029,289,,
,,988029,289,12.416893005371094,73.85792541503906
90.39315032958984,13.516289710998535,991436,290,,
,,991436,290,12.406819343566895,73.76168060302734
90.31063079833984,13.575974464416504,994843,291,,
,,994843,291,12.405564308166504,73.7689208984375
90.01346588134766,13.506763458251953,998250,292,,
,,998250,292,12.410212516784668,73.83277130126953
90.26754760742188,13.536348342895508,1001657,293,,
,,1001657,293,12.405243873596191,73.72154998779297
89.92582702636719,13.538566589355469,1005064,294,,
,,1005064,294,12.396844863891602,73.66690063476562
90.69845581054688,13.661456108093262,1008471,295,,
,,1008471,295,12.40168285369873,73.69377899169922
89.87367248535156,13.485391616821289,1011878,296,,
,,1011878,296,12.397812843322754,73.64997100830078
90.27974700927734,13.558114051818848,1015285,297,,
,,1015285,297,12.400310516357422,73.64727783203125
89.69844818115234,13.502838134765625,1018692,298,,
,,1018692,298,12.402504920959473,73.70762634277344
89.87484741210938,13.509234428405762,1022099,299,,
,,1022099,299,12.399291038513184,73.7131118774414
