val_mle,step,epoch,val_loss,mle,loss
14.622214317321777,238489,69,107.15266418457031,,
,238489,69,,14.224896430969238,102.14289855957031
14.481490135192871,241896,70,107.17253112792969,,
,241896,70,,14.205324172973633,101.85008239746094
14.434865951538086,245303,71,105.17385864257812,,
,245303,71,,14.19051742553711,101.52178192138672
14.559490203857422,248710,72,106.84465026855469,,
,248710,72,,14.169507026672363,101.14910888671875
14.74827766418457,252117,73,108.78303527832031,,
,252117,73,,14.159943580627441,100.9026107788086
14.604818344116211,255524,74,106.37419128417969,,
,255524,74,,14.141822814941406,100.60340881347656
14.654155731201172,258931,75,106.58096313476562,,
,258931,75,,14.123859405517578,100.3429183959961
14.458684921264648,262338,76,104.96183776855469,,
,262338,76,,14.10903263092041,100.06468200683594
14.412343978881836,265745,77,105.77469635009766,,
,265745,77,,14.095650672912598,99.81751251220703
14.399764060974121,269152,78,104.59109497070312,,
,269152,78,,14.076932907104492,99.4473648071289
15.051237106323242,272559,79,110.30034637451172,,
,272559,79,,14.067343711853027,99.31758880615234
14.531872749328613,275966,80,106.06526947021484,,
,275966,80,,14.049181938171387,99.00431823730469
14.784701347351074,279373,81,109.61931610107422,,
,279373,81,,14.032103538513184,98.65730285644531
14.778942108154297,282780,82,107.56681060791016,,
,282780,82,,14.015413284301758,98.3669204711914
14.397381782531738,286187,83,104.30084991455078,,
,286187,83,,13.999863624572754,98.1415023803711
14.399030685424805,289594,84,103.97620391845703,,
,289594,84,,13.989763259887695,97.96998596191406
14.4795503616333,293001,85,104.23541259765625,,
,293001,85,,13.972381591796875,97.61640167236328
14.476692199707031,296408,86,104.2542724609375,,
,296408,86,,13.955864906311035,97.30876159667969
14.289067268371582,299815,87,102.8497314453125,,
,299815,87,,13.940631866455078,97.04145812988281
14.373544692993164,303222,88,104.37786102294922,,
,303222,88,,13.927973747253418,96.87064361572266
14.665446281433105,306629,89,105.60665893554688,,
,306629,89,,13.914017677307129,96.61643981933594
14.269842147827148,310036,90,102.7964096069336,,
,310036,90,,13.89725399017334,96.3263168334961
14.86129379272461,313443,91,107.11612701416016,,
,313443,91,,13.883487701416016,96.07429504394531
14.572227478027344,316850,92,106.20269012451172,,
,316850,92,,13.86984634399414,95.83431243896484
14.373831748962402,320257,93,104.40751647949219,,
,320257,93,,13.855016708374023,95.63603210449219
14.92224407196045,323664,94,108.74300384521484,,
,323664,94,,13.839818954467773,95.3844985961914
14.2556791305542,327071,95,101.77133178710938,,
,327071,95,,13.826604843139648,95.09243774414062
14.369551658630371,330478,96,103.14399719238281,,
,330478,96,,13.813517570495605,94.88892364501953
14.23270320892334,333885,97,101.69029998779297,,
,333885,97,,13.797056198120117,94.6490707397461
14.428571701049805,337292,98,103.64222717285156,,
,337292,98,,13.785359382629395,94.37039947509766
14.332542419433594,340699,99,103.25546264648438,,
,340699,99,,13.769932746887207,94.1755599975586
14.54371166229248,344106,100,105.7899169921875,,
,344106,100,,13.749825477600098,93.85575103759766
15.427078247070312,347513,101,112.08289337158203,,
,347513,101,,13.740198135375977,93.6632080078125
14.19940185546875,350920,102,102.46854400634766,,
,350920,102,,13.729266166687012,93.48210906982422
14.580012321472168,354327,103,104.03105163574219,,
,354327,103,,13.710102081298828,93.15072631835938
14.623104095458984,357734,104,107.41315460205078,,
,357734,104,,13.696693420410156,92.96700286865234
14.677047729492188,361141,105,104.73085021972656,,
,361141,105,,13.686531066894531,92.75527954101562
14.486230850219727,364548,106,105.41275024414062,,
,364548,106,,13.668475151062012,92.48706817626953
14.475093841552734,367955,107,102.6566390991211,,
,367955,107,,13.657655715942383,92.31436157226562
14.53050422668457,371362,108,103.02532958984375,,
,371362,108,,13.645203590393066,92.07538604736328
14.279157638549805,374769,109,101.02560424804688,,
,374769,109,,13.633878707885742,91.94524383544922
14.348932266235352,378176,110,102.5458755493164,,
,378176,110,,13.621299743652344,91.65771484375
14.307456016540527,381583,111,101.83380126953125,,
,381583,111,,13.605875968933105,91.44146728515625
14.268580436706543,384990,112,100.75301361083984,,
,384990,112,,13.58854866027832,91.16471099853516
14.425440788269043,388397,113,103.3248291015625,,
,388397,113,,13.578765869140625,91.00436401367188
14.140448570251465,391804,114,99.79454040527344,,
,391804,114,,13.562846183776855,90.7556381225586
14.369101524353027,395211,115,101.25856018066406,,
,395211,115,,13.556170463562012,90.61121368408203
14.13325023651123,398618,116,100.1395263671875,,
,398618,116,,13.541192054748535,90.40057373046875
14.69948959350586,402025,117,104.8441390991211,,
,402025,117,,13.532127380371094,90.25778198242188
14.192527770996094,405432,118,99.51885223388672,,
,405432,118,,13.517642974853516,89.96798706054688
14.376425743103027,408839,119,102.24053192138672,,
,408839,119,,13.505280494689941,89.83234405517578
14.562467575073242,412246,120,102.82891845703125,,
,412246,120,,13.493666648864746,89.62195587158203
14.45655345916748,415653,121,101.5369873046875,,
,415653,121,,13.478005409240723,89.39309692382812
14.55191421508789,419060,122,104.30249786376953,,
,419060,122,,13.470001220703125,89.21703338623047
14.22343635559082,422467,123,99.52007293701172,,
,422467,123,,13.452810287475586,88.95924377441406
14.077263832092285,425874,124,99.50363159179688,,
,425874,124,,13.439799308776855,88.79804992675781
14.291338920593262,429281,125,101.0201644897461,,
,429281,125,,13.428289413452148,88.5997085571289
14.155355453491211,432688,126,100.14165496826172,,
,432688,126,,13.419772148132324,88.3995361328125
14.458090782165527,436095,127,102.60718536376953,,
,436095,127,,13.402597427368164,88.21468353271484
14.381114959716797,439502,128,101.8489761352539,,
,439502,128,,13.394335746765137,88.04971313476562
14.241728782653809,442909,129,99.85965728759766,,
,442909,129,,13.383031845092773,87.86740112304688
14.402722358703613,446316,130,101.30734252929688,,
,446316,130,,13.364627838134766,87.62049865722656
14.234107971191406,449723,131,100.20323181152344,,
,449723,131,,13.36391830444336,87.55756378173828
14.045169830322266,453130,132,98.67780303955078,,
,453130,132,,13.349274635314941,87.37757110595703
14.19449234008789,456537,133,100.12810516357422,,
,456537,133,,13.334220886230469,87.13128662109375
14.566176414489746,459944,134,103.64942932128906,,
,459944,134,,13.325102806091309,87.00495147705078
14.965972900390625,463351,135,107.02872467041016,,
,463351,135,,13.315284729003906,86.80435180664062
14.099081039428711,466758,136,98.14691162109375,,
,466758,136,,13.297718048095703,86.56388854980469
14.345802307128906,470165,137,101.29209899902344,,
,470165,137,,13.288052558898926,86.43525695800781
14.11316967010498,473572,138,99.93011474609375,,
,473572,138,,13.275864601135254,86.25101470947266
14.651618003845215,476979,139,103.46336364746094,,
,476979,139,,13.270350456237793,86.13710021972656
14.39721965789795,480386,140,100.68438720703125,,
,480386,140,,13.254105567932129,85.87609100341797
14.543354034423828,483793,141,101.79037475585938,,
,483793,141,,13.243294715881348,85.76520538330078
14.912860870361328,487200,142,107.50347137451172,,
,487200,142,,13.235831260681152,85.6021957397461
14.110304832458496,490607,143,97.78936004638672,,
,490607,143,,13.22830581665039,85.50016784667969
14.060569763183594,494014,144,97.19811248779297,,
,494014,144,,13.214664459228516,85.29413604736328
14.135769844055176,497421,145,97.86149597167969,,
,497421,145,,13.205816268920898,85.13805389404297
14.431632041931152,500828,146,101.697265625,,
,500828,146,,13.197297096252441,85.00801086425781
14.305099487304688,504235,147,99.84447479248047,,
,504235,147,,13.17468547821045,84.69467163085938
14.051095008850098,507642,148,97.7425537109375,,
,507642,148,,13.17398452758789,84.68092346191406
14.041704177856445,511049,149,97.000244140625,,
,511049,149,,13.161090850830078,84.53323364257812
14.037322998046875,514456,150,96.69444274902344,,
,514456,150,,13.151386260986328,84.35882568359375
13.983325958251953,517863,151,96.71408081054688,,
,517863,151,,13.140869140625,84.21363830566406
14.105554580688477,521270,152,97.84846496582031,,
,521270,152,,13.134841918945312,84.11154174804688
14.271835327148438,524677,153,98.79255676269531,,
,524677,153,,13.1261625289917,84.01702880859375
13.957040786743164,528084,154,95.76639556884766,,
,528084,154,,13.115934371948242,83.8251724243164
14.017723083496094,531491,155,98.46465301513672,,
,531491,155,,13.102071762084961,83.64110565185547
14.274874687194824,534898,156,99.19137573242188,,
,534898,156,,13.092371940612793,83.4903335571289
14.038172721862793,538305,157,97.58590698242188,,
,538305,157,,13.083641052246094,83.36327362060547
14.095667839050293,541712,158,98.03848266601562,,
,541712,158,,13.0813627243042,83.3332290649414
13.947088241577148,545119,159,97.02638244628906,,
,545119,159,,13.06606674194336,83.05843353271484
14.114984512329102,548526,160,97.50216674804688,,
,548526,160,,13.061038970947266,83.02898406982422
14.180298805236816,551933,161,99.37940216064453,,
,551933,161,,13.052043914794922,82.89530181884766
13.977659225463867,555340,162,95.78977966308594,,
,555340,162,,13.0379056930542,82.69383239746094
13.878375053405762,558747,163,94.8843765258789,,
,558747,163,,13.03062629699707,82.60645294189453
14.008041381835938,562154,164,95.92469787597656,,
,562154,164,,13.020118713378906,82.4349136352539
13.971830368041992,565561,165,95.91053771972656,,
,565561,165,,13.00772476196289,82.23635864257812
14.05942153930664,568968,166,96.4394760131836,,
,568968,166,,13.009889602661133,82.29085540771484
14.47592544555664,572375,167,100.77236938476562,,
,572375,167,,12.997526168823242,82.05116271972656
13.969110488891602,575782,168,95.75872039794922,,
,575782,168,,12.97937297821045,81.85214233398438
13.911981582641602,579189,169,95.82054901123047,,
,579189,169,,12.970001220703125,81.72769165039062
14.155036926269531,582596,170,97.30704498291016,,
,582596,170,,12.968955993652344,81.68938446044922
13.902090072631836,586003,171,94.69632720947266,,
,586003,171,,12.959696769714355,81.59313201904297
13.93664264678955,589410,172,95.55147552490234,,
,589410,172,,12.956498146057129,81.5132064819336
13.798501968383789,592817,173,94.41542053222656,,
,592817,173,,12.941689491271973,81.3281021118164
14.033454895019531,596224,174,95.93215942382812,,
,596224,174,,12.934439659118652,81.16754150390625
13.83813762664795,599631,175,94.58203125,,
,599631,175,,12.927538871765137,81.07649993896484
13.887285232543945,603038,176,94.55661010742188,,
,603038,176,,12.922651290893555,81.03988647460938
13.989856719970703,606445,177,96.01770782470703,,
,606445,177,,12.909113883972168,80.84672546386719
13.748809814453125,609852,178,93.63235473632812,,
,609852,178,,12.9064359664917,80.79021453857422
13.89909839630127,613259,179,95.24385070800781,,
,613259,179,,12.89884090423584,80.69550323486328
13.927193641662598,616666,180,95.50613403320312,,
,616666,180,,12.883366584777832,80.48934936523438
14.186394691467285,620073,181,98.61487579345703,,
,620073,181,,12.877516746520996,80.4013900756836
14.17176628112793,623480,182,97.23553466796875,,
,623480,182,,12.878305435180664,80.42117309570312
14.000175476074219,626887,183,95.61907196044922,,
,626887,183,,12.862910270690918,80.18151092529297
14.005270004272461,630294,184,95.01544189453125,,
,630294,184,,12.855259895324707,80.05072784423828
14.285908699035645,633701,185,98.06478118896484,,
,633701,185,,12.848370552062988,79.96480560302734
13.809956550598145,637108,186,94.12783813476562,,
,637108,186,,12.840895652770996,79.85828399658203
13.913206100463867,640515,187,94.95242309570312,,
,640515,187,,12.83968734741211,79.84864044189453
13.824782371520996,643922,188,93.79463195800781,,
,643922,188,,12.829298973083496,79.69253540039062
13.798423767089844,647329,189,93.62969207763672,,
,647329,189,,12.824170112609863,79.64420318603516
13.861322402954102,650736,190,94.2015609741211,,
,650736,190,,12.812376022338867,79.48672485351562
14.156079292297363,654143,191,96.54780578613281,,
,654143,191,,12.813623428344727,79.4993896484375
13.82815933227539,657550,192,93.93436431884766,,
,657550,192,,12.796575546264648,79.2567138671875
13.797048568725586,660957,193,94.0045166015625,,
,660957,193,,12.793821334838867,79.17304229736328
14.030146598815918,664364,194,95.49424743652344,,
,664364,194,,12.788994789123535,79.10404968261719
13.821059226989746,667771,195,93.82948303222656,,
,667771,195,,12.775850296020508,78.94608306884766
13.70750617980957,671178,196,92.7115707397461,,
,671178,196,,12.776323318481445,78.98921203613281
13.825281143188477,674585,197,94.30358123779297,,
,674585,197,,12.769312858581543,78.85810852050781
13.811644554138184,677992,198,93.84748840332031,,
,677992,198,,12.761136054992676,78.71692657470703
13.888104438781738,681399,199,94.564697265625,,
,681399,199,,12.754981994628906,78.67176818847656
13.65886116027832,684806,200,92.73986053466797,,
,684806,200,,12.746110916137695,78.54388427734375
13.68175983428955,688213,201,92.35735321044922,,
,688213,201,,12.736841201782227,78.41251373291016
13.838298797607422,691620,202,93.06568908691406,,
,691620,202,,12.73664379119873,78.43062591552734
14.178147315979004,695027,203,97.86835479736328,,
,695027,203,,12.729846000671387,78.34639739990234
13.735421180725098,698434,204,92.6645736694336,,
,698434,204,,12.724233627319336,78.26676177978516
13.798276901245117,701841,205,93.16841888427734,,
,701841,205,,12.717461585998535,78.1390380859375
13.700860023498535,705248,206,93.34262084960938,,
,705248,206,,12.710871696472168,78.06758117675781
13.819589614868164,708655,207,94.03819274902344,,
,708655,207,,12.701732635498047,77.90681457519531
13.765596389770508,712062,208,93.11067962646484,,
,712062,208,,12.695412635803223,77.83524322509766
13.788895606994629,715469,209,92.93726348876953,,
,715469,209,,12.70028018951416,77.9173583984375
13.65614128112793,718876,210,92.39057922363281,,
,718876,210,,12.690258979797363,77.77445983886719
13.735981941223145,722283,211,92.85021209716797,,
,722283,211,,12.684804916381836,77.74967956542969
13.90022087097168,725690,212,94.69652557373047,,
,725690,212,,12.683455467224121,77.67637634277344
13.71989917755127,729097,213,92.56120300292969,,
,729097,213,,12.679178237915039,77.59510040283203
13.762097358703613,732504,214,93.40432739257812,,
,732504,214,,12.668571472167969,77.47930908203125
13.667010307312012,735911,215,92.14761352539062,,
,735911,215,,12.667160987854004,77.46959686279297
13.88735580444336,739318,216,93.96345520019531,,
,739318,216,,12.66161823272705,77.3637924194336
13.855060577392578,742725,217,93.15746307373047,,
,742725,217,,12.652305603027344,77.23998260498047
13.66797924041748,746132,218,92.34673309326172,,
,746132,218,,12.642744064331055,77.10932159423828
13.680084228515625,749539,219,91.72586822509766,,
,749539,219,,12.640288352966309,77.0616455078125
13.66151237487793,752946,220,91.74333190917969,,
,752946,220,,12.637228012084961,77.08457946777344
13.806504249572754,756353,221,92.9058609008789,,
,756353,221,,12.636324882507324,77.04060363769531
13.643168449401855,759760,222,92.07012939453125,,
,759760,222,,12.627360343933105,76.9097671508789
13.935364723205566,763167,223,94.45466613769531,,
,763167,223,,12.624213218688965,76.88050079345703
13.693793296813965,766574,224,91.89385986328125,,
,766574,224,,12.622393608093262,76.85405731201172
13.70602798461914,769981,225,92.01365661621094,,
,769981,225,,12.613174438476562,76.74340057373047
13.684736251831055,773388,226,91.72978973388672,,
,773388,226,,12.615503311157227,76.73640441894531
13.666566848754883,776795,227,91.85635375976562,,
,776795,227,,12.606389045715332,76.60709381103516
13.70377254486084,780202,228,91.72445678710938,,
,780202,228,,12.605021476745605,76.59280395507812
13.668631553649902,783609,229,91.60028076171875,,
,783609,229,,12.599908828735352,76.5311050415039
13.681941986083984,787016,230,92.15193939208984,,
,787016,230,,12.59363079071045,76.48236846923828
13.623015403747559,790423,231,91.4157943725586,,
,790423,231,,12.58922004699707,76.39913940429688
13.644604682922363,793830,232,91.66645050048828,,
,793830,232,,12.58930778503418,76.39381408691406
13.647758483886719,797237,233,91.53652954101562,,
,797237,233,,12.585558891296387,76.32064819335938
13.606853485107422,800644,234,90.93403625488281,,
,800644,234,,12.577986717224121,76.24185180664062
13.661050796508789,804051,235,92.0093002319336,,
,804051,235,,12.572932243347168,76.22618865966797
13.566614151000977,807458,236,91.53790283203125,,
,807458,236,,12.567657470703125,76.13253784179688
13.648988723754883,810865,237,91.16404724121094,,
,810865,237,,12.566815376281738,76.06025695800781
13.612578392028809,814272,238,91.84402465820312,,
,814272,238,,12.55553150177002,75.98189544677734
13.577242851257324,817679,239,90.87468719482422,,
,817679,239,,12.562310218811035,76.03558349609375
13.589077949523926,821086,240,90.85731506347656,,
,821086,240,,12.55622673034668,76.0027847290039
13.627740859985352,824493,241,91.26493835449219,,
,824493,241,,12.547364234924316,75.87444305419922
13.723689079284668,827900,242,91.90188598632812,,
,827900,242,,12.552372932434082,75.92369079589844
13.59627628326416,831307,243,91.00416564941406,,
,831307,243,,12.54365348815918,75.80396270751953
13.590353965759277,834714,244,90.92366027832031,,
,834714,244,,12.539093971252441,75.7454833984375
13.66434383392334,838121,245,91.62203216552734,,
,838121,245,,12.534728050231934,75.69132995605469
13.569119453430176,841528,246,91.30387878417969,,
,841528,246,,12.532008171081543,75.63845825195312
13.572650909423828,844935,247,90.927490234375,,
,844935,247,,12.522297859191895,75.53915405273438
13.573087692260742,848342,248,90.658447265625,,
,848342,248,,12.523781776428223,75.54192352294922
13.60307502746582,851749,249,90.86829376220703,,
,851749,249,,12.524378776550293,75.53268432617188
13.578873634338379,855156,250,90.59752655029297,,
,855156,250,,12.521050453186035,75.45199584960938
13.580138206481934,858563,251,90.89579772949219,,
,858563,251,,12.514730453491211,75.41224670410156
13.589496612548828,861970,252,91.01315307617188,,
,861970,252,,12.50995922088623,75.3222885131836
13.6243896484375,865377,253,91.10737609863281,,
,865377,253,,12.515852928161621,75.41403198242188
13.581533432006836,868784,254,90.84053802490234,,
,868784,254,,12.5068941116333,75.28179931640625
13.586206436157227,872191,255,90.708740234375,,
,872191,255,,12.499312400817871,75.24012756347656
13.555107116699219,875598,256,90.41432189941406,,
,875598,256,,12.498623847961426,75.21429443359375
13.538646697998047,879005,257,90.54976654052734,,
,879005,257,,12.498226165771484,75.22700500488281
13.653931617736816,882412,258,91.32675170898438,,
,882412,258,,12.49342155456543,75.1130599975586
13.659823417663574,885819,259,91.11534881591797,,
,885819,259,,12.493841171264648,75.15365600585938
13.55663013458252,889226,260,90.7349624633789,,
,889226,260,,12.48567008972168,75.01558685302734
13.626458168029785,892633,261,90.78913116455078,,
,892633,261,,12.483288764953613,75.00733184814453
13.634233474731445,896040,262,91.24462127685547,,
,896040,262,,12.485169410705566,75.02906036376953
13.564156532287598,899447,263,90.3915786743164,,
,899447,263,,12.482709884643555,74.97359466552734
13.513593673706055,902854,264,90.15223693847656,,
,902854,264,,12.479964256286621,74.98086547851562
13.58724308013916,906261,265,90.87055206298828,,
,906261,265,,12.474206924438477,74.89347839355469
13.671056747436523,909668,266,91.02547454833984,,
,909668,266,,12.472159385681152,74.83880615234375
13.520831108093262,913075,267,90.58905792236328,,
,913075,267,,12.468789100646973,74.8291244506836
13.517640113830566,916482,268,90.1697769165039,,
,916482,268,,12.467252731323242,74.77538299560547
13.599627494812012,919889,269,91.01102447509766,,
,919889,269,,12.465826034545898,74.75410461425781
13.613518714904785,923296,270,90.77816772460938,,
,923296,270,,12.467887878417969,74.75353240966797
13.5648193359375,926703,271,90.27748107910156,,
,926703,271,,12.455037117004395,74.61197662353516
13.515588760375977,930110,272,90.15914916992188,,
,930110,272,,12.456019401550293,74.62445068359375
13.505462646484375,933517,273,90.07340240478516,,
,933517,273,,12.45716381072998,74.6391830444336
13.520174026489258,936924,274,89.9734878540039,,
,936924,274,,12.450873374938965,74.6037826538086
13.562288284301758,940331,275,90.52179718017578,,
,940331,275,,12.447911262512207,74.52041625976562
13.522440910339355,943738,276,90.22584533691406,,
,943738,276,,12.45119571685791,74.54646301269531
13.51076889038086,947145,277,90.03929138183594,,
,947145,277,,12.448190689086914,74.53697204589844
13.502888679504395,950552,278,89.818115234375,,
,950552,278,,12.4449462890625,74.45482635498047
13.503975868225098,953959,279,90.3424301147461,,
,953959,279,,12.444855690002441,74.48824310302734
13.557303428649902,957366,280,90.3515396118164,,
,957366,280,,12.443434715270996,74.48523712158203
13.585867881774902,960773,281,90.27212524414062,,
,960773,281,,12.439955711364746,74.40460205078125
