val_acc,step,epoch,val_loss,acc,loss
,86514,64,,0.6419488787651062,1.2284605503082275
0.18584445118904114,87845,65,3.6286559104919434,,
,87845,65,,0.6463577747344971,1.2167367935180664
0.16560210287570953,89176,66,3.762287139892578,,
,89176,66,,0.6490465998649597,1.2040430307388306
0.16527333855628967,90507,67,3.801300048828125,,
,90507,67,,0.6514007449150085,1.1926567554473877
0.17753146588802338,91838,68,3.7187600135803223,,
,91838,68,,0.6568136215209961,1.1798542737960815
0.17480744421482086,93169,69,3.6802165508270264,,
,93169,69,,0.6596608757972717,1.164416790008545
0.16672928631305695,94500,70,3.7574825286865234,,
,94500,70,,0.6632009744644165,1.1503602266311646
0.176545187830925,95831,71,3.7017831802368164,,
,95831,71,,0.6665590405464172,1.1392295360565186
0.17565283179283142,97162,72,3.7856850624084473,,
,97162,72,,0.6691069602966309,1.1301780939102173
0.16879579424858093,98493,73,3.7741334438323975,,
,98493,73,,0.6745432615280151,1.111520528793335
0.17222431302070618,99824,74,3.793665885925293,,
,99824,74,,0.6791459321975708,1.1011215448379517
0.16795040667057037,101155,75,3.8062472343444824,,
,101155,75,,0.6794218420982361,1.092236876487732
0.17250610888004303,102486,76,3.8249704837799072,,
,102486,76,,0.6836898922920227,1.0796924829483032
0.18053729832172394,103817,77,3.7860512733459473,,
,103817,77,,0.6862612962722778,1.073335886001587
0.17668607831001282,105148,78,3.8003814220428467,,
,105148,78,,0.6907582879066467,1.0587444305419922
0.1706744283437729,106479,79,3.813784599304199,,
,106479,79,,0.6936877965927124,1.046685814857483
0.1712849885225296,107810,80,3.841076612472534,,
,107810,80,,0.6968638300895691,1.0355229377746582
0.17706181108951569,109141,81,3.801490068435669,,
,109141,81,,0.6981613039970398,1.0295794010162354
0.1739150881767273,110472,82,3.8518717288970947,,
,110472,82,,0.7029517889022827,1.012069582939148
0.1750422716140747,111803,83,3.8479251861572266,,
,111803,83,,0.7035154104232788,1.0055058002471924
0.16663534939289093,113134,84,3.8782260417938232,,
,113134,84,,0.7078186869621277,0.9964829683303833
0.16926544904708862,114465,85,3.8422603607177734,,
,114465,85,,0.7094742059707642,0.9868785738945007
0.16851399838924408,115796,86,3.854687213897705,,
,115796,86,,0.7142177820205688,0.9742003679275513
0.15991921722888947,117127,87,3.9982192516326904,,
,117127,87,,0.717364490032196,0.9618197679519653
0.15996618568897247,118458,88,4.000410079956055,,
,118458,88,,0.720088541507721,0.9571418762207031
0.1638643592596054,119789,89,4.048433303833008,,
,119789,89,,0.7218614816665649,0.950212836265564
0.17429080605506897,121120,90,3.8941826820373535,,
,121120,90,,0.7252137064933777,0.9378344416618347
0.1643809825181961,122451,91,3.9720067977905273,,
,122451,91,,0.7284073829650879,0.9270277619361877
0.17062745988368988,123782,92,3.869614601135254,,
,123782,92,,0.7291588187217712,0.9158005118370056
0.16827917098999023,125113,93,3.996901273727417,,
,125113,93,,0.732892632484436,0.907477080821991
0.1712849885225296,126444,94,3.9432268142700195,,
,126444,94,,0.734037458896637,0.9039340019226074
0.16776253283023834,127775,95,3.999774694442749,,
,127775,95,,0.7371665239334106,0.8927173614501953
0.17311666905879974,129106,96,3.9806082248687744,,
,129106,96,,0.7395735383033752,0.884489893913269
0.16193875670433044,130437,97,4.027960777282715,,
,130437,97,,0.7410529851913452,0.8762994408607483
0.17321059107780457,131768,98,3.9896645545959473,,
,131768,98,,0.7441351413726807,0.8702360987663269
0.16137516498565674,133099,99,4.029269218444824,,
,133099,99,,0.7463483810424805,0.8601446151733398
0.16907759010791779,134430,100,4.019977569580078,,
,134430,100,,0.7485910058021545,0.8492737412452698
0.16950027644634247,135761,101,4.002019882202148,,
,135761,101,,0.7520312666893005,0.841949999332428
0.16921848058700562,137092,102,3.9913032054901123,,
,137092,102,,0.7535048127174377,0.8358665704727173
0.16090551018714905,138423,103,4.057060718536377,,
,138423,103,,0.7549020648002625,0.83079594373703
0.17513620853424072,139754,104,3.93637752532959,,
,139754,104,,0.7580311894416809,0.8200137615203857
0.16945332288742065,141085,105,3.9839446544647217,,
,141085,105,,0.7604382038116455,0.8110438585281372
0.17241217195987701,142416,106,4.0157341957092285,,
,142416,106,,0.7632737755775452,0.8049889206886292
0.16499154269695282,143747,107,4.151524543762207,,
,143747,107,,0.7628980278968811,0.8009957075119019
0.1733514964580536,145078,108,3.9497134685516357,,
,145078,108,,0.7672600150108337,0.7904313206672668
0.16583693027496338,146409,109,4.0928425788879395,,
,146409,109,,0.7681465148925781,0.7871277928352356
0.1623144894838333,147740,110,4.1492486000061035,,
,147740,110,,0.7713049650192261,0.7760215401649475
0.15841630101203918,149071,111,4.092574596405029,,
,149071,111,,0.7717217803001404,0.7737547159194946
0.1718485802412033,150402,112,4.048519611358643,,
,150402,112,,0.7740172147750854,0.7670359015464783
0.16428706049919128,151733,113,4.085442543029785,,
,151733,113,,0.7769173979759216,0.7591972351074219
0.1781420260667801,153064,114,4.041683673858643,,
,153064,114,,0.7778214812278748,0.752093493938446
0.1701578050851822,154395,115,4.113381385803223,,
,154395,115,,0.7806042432785034,0.7472423315048218
0.16151605546474457,155726,116,4.241032600402832,,
,155726,116,,0.782970130443573,0.7365055680274963
0.1729287952184677,157057,117,4.130558490753174,,
,157057,117,,0.7829290628433228,0.7363779544830322
0.16795040667057037,158388,118,4.176092624664307,,
,158388,118,,0.786363422870636,0.7233462333679199
0.15564531087875366,159719,119,4.193741321563721,,
,159719,119,,0.7879133224487305,0.720550537109375
0.16306594014167786,161050,120,4.214232921600342,,
,161050,120,,0.7909073829650879,0.7111697793006897
0.16527333855628967,162381,121,4.210976600646973,,
,162381,121,,0.7894044518470764,0.7082259654998779
0.16564907133579254,163712,122,4.229977607727051,,
,163712,122,,0.7927331924438477,0.7018088102340698
0.1515592783689499,165043,123,4.256047248840332,,
,165043,123,,0.7962321639060974,0.6919956803321838
0.16724590957164764,166374,124,4.264902114868164,,
,166374,124,,0.7962086796760559,0.6921893954277039
0.15353184938430786,167705,125,4.257376194000244,,
,167705,125,,0.7960795164108276,0.6909297108650208
0.16123425960540771,169036,126,4.304353713989258,,
,169036,126,,0.800177276134491,0.6770367622375488
0.1712849885225296,170367,127,4.180591106414795,,
,170367,127,,0.7992556095123291,0.6754462122917175
0.1611403375864029,171698,128,4.306183815002441,,
,171698,128,,0.8020617961883545,0.6699663400650024
0.17001691460609436,173029,129,4.147382736206055,,
,173029,129,,0.803517758846283,0.6677261590957642
0.16198572516441345,174360,130,4.202506065368652,,
,174360,130,,0.8043690323829651,0.6613081693649292
0.1633477360010147,175691,131,4.26188850402832,,
,175691,131,,0.8079795241355896,0.6521301865577698
0.16499154269695282,177022,132,4.311501502990723,,
,177022,132,,0.8086017966270447,0.6499527096748352
0.16090551018714905,178353,133,4.3143792152404785,,
,178353,133,,0.8095998764038086,0.6466240286827087
0.16879579424858093,179684,134,4.2903971672058105,,
,179684,134,,0.8104041218757629,0.6424837112426758
0.16348864138126373,181015,135,4.263177394866943,,
,181015,135,,0.8132925629615784,0.6336432099342346
0.1552695780992508,182346,136,4.3502912521362305,,
,182346,136,,0.8136154413223267,0.6330416202545166
0.1702047735452652,183677,137,4.304503917694092,,
,183677,137,,0.8147661089897156,0.6276223659515381
0.17043960094451904,185008,138,4.212343692779541,,
,185008,138,,0.8169794082641602,0.6200147271156311
0.16466277837753296,186339,139,4.325050354003906,,
,186339,139,,0.8184235692024231,0.617723822593689
0.1617039293050766,187670,140,4.367925643920898,,
,187670,140,,0.8188286423683167,0.6144356727600098
0.16043584048748016,189001,141,4.38154411315918,,
,189001,141,,0.8192983269691467,0.611778736114502
0.16564907133579254,190332,142,4.3400444984436035,,
,190332,142,,0.822820782661438,0.6006001830101013
0.15019725263118744,191663,143,4.4784464836120605,,
,191663,143,,0.8236074447631836,0.5989569425582886
0.164897620677948,192994,144,4.296632289886475,,
,192994,144,,0.8251456022262573,0.5936104655265808
0.1664944589138031,194325,145,4.250607490539551,,
,194325,145,,0.8251279592514038,0.5904247760772705
0.15860417485237122,195656,146,4.493821144104004,,
,195656,146,,0.8273118734359741,0.5881970524787903
0.1600601226091385,196987,147,4.41933012008667,,
,196987,147,,0.8278813362121582,0.5846476554870605
0.1595434844493866,198318,148,4.5491743087768555,,
,198318,148,,0.8291318416595459,0.5800075531005859
0.162831112742424,199649,149,4.514631748199463,,
,199649,149,,0.829848051071167,0.5759260058403015
0.16193875670433044,200980,150,4.442531108856201,,
,200980,150,,0.832947850227356,0.5658029317855835
0.1654142439365387,202311,151,4.357903957366943,,
,202311,151,,0.8318910598754883,0.5667742490768433
0.15822844207286835,203642,152,4.422822952270508,,
,203642,152,,0.8334527015686035,0.5636356472969055
0.1643340289592743,204973,153,4.462280750274658,,
,204973,153,,0.8345623016357422,0.5611383318901062
0.16771557927131653,206304,154,4.404189586639404,,
,206304,154,,0.8368518948554993,0.5536742210388184
0.16954724490642548,207635,155,4.361687183380127,,
,207635,155,,0.8359301686286926,0.5560139417648315
0.1596374213695526,208966,156,4.560050964355469,,
,208966,156,,0.8374800682067871,0.5484139323234558
0.16480368375778198,210297,157,4.466622352600098,,
,210297,157,,0.8398987650871277,0.5442577600479126
0.16776253283023834,211628,158,4.383942604064941,,
,211628,158,,0.8390651345252991,0.5447745323181152
0.1585572063922882,212959,159,4.471917629241943,,
,212959,159,,0.8408087491989136,0.5411171913146973
0.15348488092422485,214290,160,4.5302863121032715,,
,214290,160,,0.8400103449821472,0.5428302884101868
0.16424009203910828,215621,161,4.412882328033447,,
,215621,161,,0.8438850045204163,0.5314294099807739
0.15249858796596527,216952,162,4.559231758117676,,
,216952,162,,0.843603253364563,0.5326874852180481
0.16344167292118073,218283,163,4.515444755554199,,
,218283,163,,0.8449534773826599,0.5267386436462402
0.1621735841035843,219614,164,4.61993408203125,,
,219614,164,,0.8459926247596741,0.5218716859817505
0.16339470446109772,220945,165,4.598856449127197,,
,220945,165,,0.8469378352165222,0.5213025808334351
0.1542833000421524,222276,166,4.490994930267334,,
,222276,166,,0.8465973138809204,0.519375205039978
0.1596374213695526,223607,167,4.551643371582031,,
,223607,167,,0.8494270443916321,0.5117652416229248
0.16503851115703583,224938,168,4.555210113525391,,
,224938,168,,0.8495268225669861,0.5109313726425171
0.162690207362175,226269,169,4.504944324493408,,
,226269,169,,0.8495033383369446,0.5085768103599548
0.16663534939289093,227600,170,4.417062282562256,,
,227600,170,,0.8496559858322144,0.5100225806236267
0.16799737513065338,228931,171,4.52961540222168,,
,228931,171,,0.8514230847358704,0.5038415193557739
0.16207964718341827,230262,172,4.55064058303833,,
,230262,172,,0.8531432151794434,0.49972206354141235
0.15705429017543793,231593,173,4.5744853019714355,,
,231593,173,,0.8544758558273315,0.4954075217247009
0.16344167292118073,232924,174,4.517529010772705,,
,232924,174,,0.8548633456230164,0.49467673897743225
0.15700732171535492,234255,175,4.681163787841797,,
,234255,175,,0.8547400236129761,0.49420222640037537
0.1579936146736145,235586,176,4.575314998626709,,
,235586,176,,0.855843722820282,0.48846983909606934
0.15996618568897247,236917,177,4.501317024230957,,
,236917,177,,0.8560550808906555,0.4870055913925171
0.1611403375864029,238248,178,4.589092254638672,,
,238248,178,,0.8553212285041809,0.4866042733192444
0.1616569608449936,239579,179,4.6165313720703125,,
,239579,179,,0.8594835996627808,0.4782885015010834
0.16001315414905548,240910,180,4.607105731964111,,
,240910,180,,0.85947185754776,0.4789208769798279
0.15780575573444366,242241,181,4.6638312339782715,,
,242241,181,,0.8601176738739014,0.47761353850364685
0.16128122806549072,243572,182,4.62148380279541,,
,243572,182,,0.8604816198348999,0.4754975438117981
0.16884276270866394,244903,183,4.470736503601074,,
,244903,183,,0.8617379665374756,0.47044306993484497
0.15541048347949982,246234,184,4.618747711181641,,
,246234,184,,0.8608397245407104,0.47237253189086914
0.1580405831336975,247565,185,4.588522434234619,,
,247565,185,,0.8640099763870239,0.46324294805526733
0.16071763634681702,248896,186,4.5767669677734375,,
,248896,186,,0.8634698390960693,0.46296483278274536
0.1601540446281433,250227,187,4.64288854598999,,
,250227,187,,0.8634580969810486,0.46389782428741455
0.1579466462135315,251558,188,4.671299457550049,,
,251558,188,,0.864679217338562,0.4592863619327545
0.1611403375864029,252889,189,4.611917495727539,,
,252889,189,,0.8655187487602234,0.4585476517677307
0.16367650032043457,254220,190,4.652303695678711,,
,254220,190,,0.8653543591499329,0.4555068612098694
0.15512868762016296,255551,191,4.653791427612305,,
,255551,191,,0.8663113117218018,0.45296502113342285
0.16522637009620667,256882,192,4.524384498596191,,
,256882,192,,0.8675147891044617,0.449405699968338
0.1680912971496582,258213,193,4.4855122566223145,,
,258213,193,,0.8687711358070374,0.44627076387405396
0.1590738296508789,259544,194,4.777654647827148,,
,259544,194,,0.8684306144714355,0.44892603158950806
0.16470974683761597,260875,195,4.668964385986328,,
,260875,195,,0.8691762089729309,0.4455222487449646
0.1585102379322052,262206,196,4.6199235916137695,,
,262206,196,,0.8696693778038025,0.44198551774024963
0.15893293917179108,263537,197,4.594491958618164,,
,263537,197,,0.8706027865409851,0.43979570269584656
0.15616193413734436,264868,198,4.604463577270508,,
,264868,198,,0.8698513507843018,0.4404475688934326
0.15991921722888947,266199,199,4.637270450592041,,
,266199,199,,0.8718885183334351,0.4350802004337311
0.15714822709560394,267530,200,4.71642541885376,,
,267530,200,,0.8718591332435608,0.436523973941803
0.1573830544948578,268861,201,4.588056564331055,,
,268861,201,,0.8724168539047241,0.43576350808143616
0.16348864138126373,270192,202,4.627969741821289,,
,270192,202,,0.8727397322654724,0.43026843667030334
0.1611403375864029,271523,203,4.55223274230957,,
,271523,203,,0.872998058795929,0.43108871579170227
0.15681946277618408,272854,204,4.636900901794434,,
,272854,204,,0.8739432692527771,0.4287012219429016
0.15353184938430786,274185,205,4.721709728240967,,
,274185,205,,0.8745068311691284,0.4265768826007843
0.16513244807720184,275516,206,4.580693244934082,,
,275516,206,,0.8756868839263916,0.42385679483413696
0.15597407519817352,276847,207,4.7593464851379395,,
,276847,207,,0.8768433928489685,0.4213947355747223
0.15916776657104492,278178,208,4.6742682456970215,,
,278178,208,,0.8758277893066406,0.42211148142814636
0.16128122806549072,279509,209,4.699097156524658,,
,279509,209,,0.8770254254341125,0.42078477144241333
0.16071763634681702,280840,210,4.669259071350098,,
,280840,210,,0.8777651190757751,0.41752785444259644
0.16034191846847534,282171,211,4.647450923919678,,
,282171,211,,0.8780469298362732,0.4159265458583832
0.1574769914150238,283502,212,4.7525458335876465,,
,283502,212,,0.8785224556922913,0.41596993803977966
0.1600601226091385,284833,213,4.670228958129883,,
,284833,213,,0.8788982033729553,0.4140203893184662
0.15386059880256653,286164,214,4.731125354766846,,
,286164,214,,0.8785459399223328,0.4113727807998657
0.15334397554397583,287495,215,4.753396511077881,,
,287495,215,,0.8801016807556152,0.409342497587204
0.15456509590148926,288826,216,4.763597011566162,,
,288826,216,,0.8795732855796814,0.40827640891075134
0.15672552585601807,290157,217,4.7257609367370605,,
,290157,217,,0.8801897168159485,0.4080146253108978
0.15944956243038177,291488,218,4.662222385406494,,
,291488,218,,0.8808003067970276,0.4061568081378937
0.15700732171535492,292819,219,4.748039722442627,,
,292819,219,,0.881645679473877,0.4031383991241455
0.15916776657104492,294150,220,4.774227619171143,,
,294150,220,,0.8807650804519653,0.40510308742523193
0.15653766691684723,295481,221,4.7550530433654785,,
,295481,221,,0.8826671838760376,0.40254050493240356
0.1548468917608261,296812,222,4.693795680999756,,
,296812,222,,0.8810116648674011,0.4030345678329468
0.15625587105751038,298143,223,4.719850540161133,,
,298143,223,,0.8821446895599365,0.40147826075553894
0.15512868762016296,299474,224,4.751726150512695,,
,299474,224,,0.8850037455558777,0.39397743344306946
0.16123425960540771,300805,225,4.680246353149414,,
,300805,225,,0.8844636678695679,0.3954692780971527
0.1537197083234787,302136,226,4.824254989624023,,
,302136,226,,0.8841876983642578,0.39479634165763855
0.16156302392482758,303467,227,4.677956581115723,,
,303467,227,,0.883982241153717,0.39514607191085815
0.15465903282165527,304798,228,4.859010219573975,,
,304798,228,,0.8855438828468323,0.39047083258628845
0.16264323890209198,306129,229,4.671222686767578,,
,306129,229,,0.8847630620002747,0.39276057481765747
0.1558801382780075,307460,230,4.735156536102295,,
,307460,230,,0.8853560090065002,0.39016497135162354
0.16048280894756317,308791,231,4.69677209854126,,
,308791,231,,0.8851916193962097,0.3901298940181732
0.16236144304275513,310122,232,4.730197429656982,,
,310122,232,,0.8859430551528931,0.3871273100376129
0.1643340289592743,311453,233,4.7695770263671875,,
,311453,233,,0.8871054649353027,0.385984867811203
0.15649069845676422,312784,234,4.694486141204834,,
,312784,234,,0.8878334760665894,0.3828031122684479
0.15869809687137604,314115,235,4.720108509063721,,
,314115,235,,0.8871289491653442,0.38503268361091614
0.15498778223991394,315446,236,4.750945568084717,,
,315446,236,,0.8871054649353027,0.3836864233016968
0.15550442039966583,316777,237,4.8324666023254395,,
,316777,237,,0.8873520493507385,0.3842806816101074
0.1574769914150238,318108,238,4.699347019195557,,
,318108,238,,0.8885086178779602,0.38189697265625
0.1552695780992508,319439,239,4.862604141235352,,
,319439,239,,0.8873579502105713,0.38232100009918213
0.15362577140331268,320770,240,4.860028266906738,,
,320770,240,,0.888995885848999,0.37988853454589844
0.1584632694721222,322101,241,4.7813944816589355,,
,322101,241,,0.8893422484397888,0.37727370858192444
0.15489386022090912,323432,242,4.759466648101807,,
,323432,242,,0.8894948959350586,0.3755083978176117
0.1553635150194168,324763,243,4.8299713134765625,,
,324763,243,,0.888948917388916,0.37780648469924927
0.15944956243038177,326094,244,4.687069416046143,,
,326094,244,,0.8895653486251831,0.3781874179840088
0.15353184938430786,327425,245,4.810852527618408,,
,327425,245,,0.8902228474617004,0.37474456429481506
0.15310914814472198,328756,246,4.837046146392822,,
,328756,246,,0.8899880051612854,0.3736085593700409
0.1553165465593338,330087,247,4.800021171569824,,
,330087,247,,0.8895594477653503,0.3761771023273468
0.1596374213695526,331418,248,4.791401386260986,,
,331418,248,,0.8900584578514099,0.3721286654472351
0.15761788189411163,332749,249,4.775910377502441,,
,332749,249,,0.8917844891548157,0.37084677815437317
0.15508171916007996,334080,250,4.8266448974609375,,
,334080,250,,0.8889724016189575,0.3739270567893982
0.16123425960540771,335411,251,4.713894367218018,,
,335411,251,,0.8908921480178833,0.37120702862739563
0.15818147361278534,336742,252,4.8011932373046875,,
,336742,252,,0.8905398845672607,0.3733149468898773
0.16085854172706604,338073,253,4.796964645385742,,
,338073,253,,0.8921191096305847,0.36883702874183655
0.1495397388935089,339404,254,4.785264015197754,,
,339404,254,,0.892436146736145,0.3685929477214813
0.15517565608024597,340735,255,4.8496198654174805,,
,340735,255,,0.8922365307807922,0.3675083816051483
0.1589798927307129,342066,256,4.769899845123291,,
,342066,256,,0.8934576511383057,0.3640758991241455
0.1575239598751068,343397,257,4.7389912605285645,,
,343397,257,,0.8939096927642822,0.36519622802734375
0.15832237899303436,344728,258,4.83327054977417,,
,344728,258,,0.8919077515602112,0.3676418364048004
0.15512868762016296,346059,259,4.7537617683410645,,
,346059,259,,0.8938450813293457,0.3608018755912781
0.1590738296508789,347390,260,4.85664701461792,,
,347390,260,,0.8936102986335754,0.3622605502605438
0.15231072902679443,348721,261,4.883407115936279,,
,348721,261,,0.8944732546806335,0.3621522784233093
0.1573830544948578,350052,262,4.814066410064697,,
,350052,262,,0.893880307674408,0.3619038164615631
0.15437723696231842,351383,263,4.9224677085876465,,
,351383,263,,0.8952482342720032,0.3572283089160919
0.15329700708389282,352714,264,4.911324977874756,,
,352714,264,,0.8948607444763184,0.35961005091667175
0.15681946277618408,354045,265,4.717127323150635,,
,354045,265,,0.8959996700286865,0.35836103558540344
0.15442419052124023,355376,266,4.874825477600098,,
,355376,266,,0.8938685655593872,0.36007875204086304
0.1575239598751068,356707,267,4.813333988189697,,
,356707,267,,0.8955652117729187,0.3564264476299286
0.1569603532552719,358038,268,4.799215793609619,,
,358038,268,,0.8951601386070251,0.3577238917350769
0.15869809687137604,359369,269,4.869805335998535,,
,359369,269,,0.8944732546806335,0.35824593901634216
0.15611496567726135,360700,270,4.865379333496094,,
,360700,270,,0.8946846127510071,0.3569439947605133
0.1516532003879547,362031,271,4.8461833000183105,,
,362031,271,,0.8956356644630432,0.3590414822101593
0.15667855739593506,363362,272,4.812716960906982,,
,363362,272,,0.8948196768760681,0.3588024079799652
0.16085854172706604,364693,273,4.762063503265381,,
,364693,273,,0.8960055708885193,0.35458144545555115
0.15498778223991394,366024,274,4.858840465545654,,
,366024,274,,0.8962462544441223,0.35333251953125
0.15930865705013275,367355,275,4.8368377685546875,,
,367355,275,,0.896023154258728,0.35512208938598633
0.15602104365825653,368686,276,4.79379415512085,,
,368686,276,,0.8964928388595581,0.3536125421524048
0.15221679210662842,370017,277,4.856835842132568,,
,370017,277,,0.8951953649520874,0.3549925684928894
0.15306217968463898,371348,278,4.8564453125,,
,371348,278,,0.8983420729637146,0.3494739532470703
0.16109336912631989,372679,279,4.786064624786377,,
,372679,279,,0.8971033692359924,0.3507453203201294
0.1605767458677292,374010,280,4.749660015106201,,
,374010,280,,0.8965280652046204,0.35028618574142456
0.15653766691684723,375341,281,4.794533729553223,,
,375341,281,,0.897408664226532,0.35130059719085693
0.1601540446281433,376672,282,4.775595664978027,,
,376672,282,,0.895453691482544,0.35350361466407776
0.15240466594696045,378003,283,4.910168170928955,,
,378003,283,,0.8978195786476135,0.3525233864784241
