val_acc,val_loss,epoch,step,loss,acc
0.08928235620260239,3.587038516998291,0,1330,,
,,0,1330,3.5737128257751465,0.08544288575649261
0.1079748272895813,3.51528000831604,1,2661,,
,,1,2661,3.1104841232299805,0.1734747737646103
