step,epoch,val_acc,val_loss,loss,acc
86514,64,,,0.34215301275253296,0.9048410058021545
87845,65,0.15343791246414185,4.997269153594971,,
87845,65,,,0.3304230272769928,0.9074124097824097
89176,66,0.1484595090150833,5.086765289306641,,
89176,66,,,0.3218846619129181,0.9106882810592651
90507,67,0.14817771315574646,4.997374057769775,,
90507,67,,,0.31396806240081787,0.9129955172538757
91838,68,0.15555137395858765,5.01550817489624,,
91838,68,,,0.3057432174682617,0.9148389101028442
93169,69,0.16099943220615387,5.0393548011779785,,
93169,69,,,0.29737985134124756,0.9178094863891602
94500,70,0.15447115898132324,4.989514350891113,,
94500,70,,,0.2900661826133728,0.9197116494178772
95831,71,0.15451812744140625,5.034465312957764,,
95831,71,,,0.2820257544517517,0.9219542741775513
97162,72,0.14240090548992157,5.252181529998779,,
97162,72,,,0.27516624331474304,0.9238681197166443
98493,73,0.14798985421657562,5.222121715545654,,
98493,73,,,0.26889708638191223,0.9253358244895935
99824,74,0.14183731377124786,5.416226863861084,,
99824,74,,,0.261766254901886,0.9278132915496826
101155,75,0.1489761471748352,5.137270450592041,,
101155,75,,,0.25579479336738586,0.9293925166130066
102486,76,0.14921097457408905,5.194545745849609,,
102486,76,,,0.25103694200515747,0.9312241673469543
103817,77,0.15193499624729156,5.1003804206848145,,
103817,77,,,0.24309629201889038,0.9329149723052979
105148,78,0.15076084434986115,5.220556259155273,,
105148,78,,,0.23837213218212128,0.9345235228538513
106479,79,0.15395453572273254,5.2263665199279785,,
106479,79,,,0.23150454461574554,0.937212347984314
107810,80,0.15249858796596527,5.281152248382568,,
107810,80,,,0.227823406457901,0.9370009899139404
109141,81,0.151042640209198,5.333131790161133,,
109141,81,,,0.2208278626203537,0.939073383808136
110472,82,0.14442044496536255,5.439126014709473,,
110472,82,,,0.21598781645298004,0.9408580660820007
111803,83,0.13906630873680115,5.4035115242004395,,
111803,83,,,0.212234228849411,0.9422024488449097
113134,84,0.14489009976387024,5.59057092666626,,
113134,84,,,0.20445790886878967,0.9444627165794373
114465,85,0.14700357615947723,5.500413417816162,,
114465,85,,,0.2003183662891388,0.9453257322311401
115796,86,0.1505729854106903,5.353885173797607,,
115796,86,,,0.1992301046848297,0.9457190632820129
117127,87,0.14705052971839905,5.480677127838135,,
117127,87,,,0.19150032103061676,0.9482610821723938
118458,88,0.15278038382530212,5.2998223304748535,,
118458,88,,,0.18849560618400574,0.9491710662841797
119789,89,0.14766108989715576,5.402844429016113,,
119789,89,,,0.18287380039691925,0.9503921866416931
121120,90,0.14507795870304108,5.412619113922119,,
121120,90,,,0.1822698414325714,0.949922502040863
122451,91,0.14869435131549835,5.510257720947266,,
122451,91,,,0.17667987942695618,0.9521945118904114
123782,92,0.14334021508693695,5.631556987762451,,
123782,92,,,0.17175529897212982,0.953362762928009
125113,93,0.14291752874851227,5.518742084503174,,
125113,93,,,0.16761848330497742,0.9546484351158142
126444,94,0.1441386491060257,5.574907302856445,,
126444,94,,,0.1651977151632309,0.9555819034576416
127775,95,0.1536727398633957,5.508968830108643,,
127775,95,,,0.16208413243293762,0.9559693932533264
129106,96,0.14024046063423157,5.616494178771973,,
129106,96,,,0.16008327901363373,0.9565036296844482
130437,97,0.151136577129364,5.604491710662842,,
130437,97,,,0.15568414330482483,0.9583529233932495
131768,98,0.14507795870304108,5.746675491333008,,
131768,98,,,0.15222781896591187,0.9586933851242065
133099,99,0.14348112046718597,5.786721229553223,,
133099,99,,,0.15021143853664398,0.9593979120254517
134430,100,0.1425887644290924,5.5955963134765625,,
134430,100,,,0.14687401056289673,0.9604604840278625
135761,101,0.14747323095798492,5.680155277252197,,
135761,101,,,0.14210177958011627,0.9625328779220581
137092,102,0.14977456629276276,5.783563613891602,,
137092,102,,,0.14239080250263214,0.9610886573791504
138423,103,0.14324629306793213,5.736515998840332,,
138423,103,,,0.13893070816993713,0.9628322720527649
139754,104,0.14423257112503052,5.82846212387085,,
139754,104,,,0.13823765516281128,0.9629203677177429
141085,105,0.14437347650527954,5.66932487487793,,
141085,105,,,0.13439086079597473,0.9635778665542603
142416,106,0.14193123579025269,5.639889240264893,,
142416,106,,,0.13316912949085236,0.9644408822059631
143747,107,0.14535975456237793,5.725829124450684,,
143747,107,,,0.12912766635417938,0.965503454208374
145078,108,0.13629531860351562,5.811790943145752,,
145078,108,,,0.1255330592393875,0.9662960171699524
146409,109,0.1494458019733429,5.526926040649414,,
146409,109,,,0.12495702505111694,0.9666188955307007
147740,110,0.14907006919384003,5.729511737823486,,
147740,110,,,0.12210123986005783,0.96688312292099
149071,111,0.1387845128774643,6.002547264099121,,
149071,111,,,0.11981562525033951,0.9682450890541077
150402,112,0.14282359182834625,5.789483070373535,,
150402,112,,,0.1178705245256424,0.9685328006744385
151733,113,0.14080405235290527,6.077797889709473,,
151733,113,,,0.11649354547262192,0.9687089323997498
153064,114,0.14301146566867828,5.852202892303467,,
153064,114,,,0.11390922218561172,0.9698478579521179
154395,115,0.13789217174053192,5.9490203857421875,,
154395,115,,,0.11218976229429245,0.9693957567214966
155726,116,0.14164943993091583,5.845218658447266,,
155726,116,,,0.11074782907962799,0.9701942205429077
157057,117,0.14550065994262695,5.759954929351807,,
157057,117,,,0.10917534679174423,0.9709104299545288
158388,118,0.14615818858146667,5.928500175476074,,
158388,118,,,0.10679863393306732,0.9713214039802551
159719,119,0.14226000010967255,5.91006326675415,,
159719,119,,,0.1060081347823143,0.9717558026313782
161050,120,0.14404471218585968,5.851309776306152,,
161050,120,,,0.104843869805336,0.9716325402259827
162381,121,0.1404283344745636,5.791032314300537,,
162381,121,,,0.10207458585500717,0.9729358553886414
163712,122,0.13897238671779633,6.050684928894043,,
163712,122,,,0.09967730939388275,0.9731589555740356
165043,123,0.1404283344745636,5.884363651275635,,
165043,123,,,0.09978893399238586,0.9728888869285583
166374,124,0.1334303915500641,6.1588287353515625,,
166374,124,,,0.09753435105085373,0.9737460017204285
167705,125,0.1383618265390396,6.014622688293457,,
167705,125,,,0.0960603654384613,0.9746970534324646
169036,126,0.1456885188817978,5.915400505065918,,
169036,126,,,0.09407879412174225,0.9756950736045837
170367,127,0.14662784337997437,5.9430036544799805,,
170367,127,,,0.09197381883859634,0.9752782583236694
171698,128,0.14080405235290527,6.0459794998168945,,
171698,128,,,0.09144323319196701,0.9754720330238342
173029,129,0.13892541825771332,6.0872297286987305,,
173029,129,,,0.09013369679450989,0.9758124947547913
174360,130,0.141414612531662,6.056775093078613,,
174360,130,,,0.0901932343840599,0.9757949113845825
175691,131,0.13812699913978577,6.1710991859436035,,
175691,131,,,0.08746640384197235,0.9768222570419312
177022,132,0.1388784497976303,6.18749475479126,,
177022,132,,,0.08417259901762009,0.9779024720191956
178353,133,0.13451062142848969,6.141391754150391,,
178353,133,,,0.0855606347322464,0.9772801995277405
179684,134,0.13695284724235535,6.056982040405273,,
179684,134,,,0.08294465392827988,0.9778496623039246
181015,135,0.14489009976387024,5.94851016998291,,
181015,135,,,0.08314372599124908,0.9781666994094849
182346,136,0.1441856026649475,6.037083148956299,,
182346,136,,,0.08267790079116821,0.9780257940292358
183677,137,0.13958294689655304,6.19407320022583,,
183677,137,,,0.07975676655769348,0.978783130645752
185008,138,0.14319932460784912,5.953022480010986,,
185008,138,,,0.07943149656057358,0.9789005517959595
186339,139,0.13972383737564087,6.158746719360352,,
186339,139,,,0.07851512730121613,0.978924036026001
187670,140,0.1399117112159729,6.201103210449219,,
187670,140,,,0.07796458899974823,0.9791999459266663
189001,141,0.13117602467536926,6.397046089172363,,
189001,141,,,0.07570760697126389,0.9799807667732239
190332,142,0.1446083039045334,6.154640197753906,,
190332,142,,,0.07456345856189728,0.9803271293640137
191663,143,0.14334021508693695,6.1819233894348145,,
191663,143,,,0.07383889704942703,0.9805795550346375
192994,144,0.14179034531116486,6.188126564025879,,
192994,144,,,0.07308710366487503,0.9807322025299072
194325,145,0.14066316187381744,6.307672023773193,,
194325,145,,,0.07109688967466354,0.9812605381011963
195656,146,0.14334021508693695,6.061701774597168,,
195656,146,,,0.0717160627245903,0.9812253713607788
196987,147,0.13681194186210632,6.322518348693848,,
196987,147,,,0.07008428126573563,0.9814190864562988
198318,148,0.13681194186210632,6.119053840637207,,
198318,148,,,0.06913922727108002,0.9821235537528992
199649,149,0.1372346431016922,6.34400749206543,,
199649,149,,,0.06993726640939713,0.9813134074211121
200980,150,0.14183731377124786,6.254919052124023,,
200980,150,,,0.06725069135427475,0.9823290705680847
202311,151,0.14235393702983856,6.137818336486816,,
202311,151,,,0.06672472506761551,0.9825286269187927
203642,152,0.13808003067970276,6.260034561157227,,
203642,152,,,0.06504533439874649,0.982792854309082
204973,153,0.14301146566867828,6.305167198181152,,
204973,153,,,0.06441103667020798,0.9831450581550598
206304,154,0.14075709879398346,6.242835998535156,,
206304,154,,,0.06546488404273987,0.982839822769165
207635,155,0.1377982348203659,6.191124439239502,,
207635,155,,,0.06414952129125595,0.9834033846855164
208966,156,0.14019350707530975,6.3733086585998535,,
208966,156,,,0.06329911202192307,0.9832448959350586
210297,157,0.13845576345920563,6.320607662200928,,
210297,157,,,0.06338917464017868,0.9833681583404541
211628,158,0.13202141225337982,6.447490692138672,,
211628,158,,,0.06137309595942497,0.9836264848709106
212959,159,0.13948900997638702,6.381105422973633,,
212959,159,,,0.061005327850580215,0.9840609431266785
214290,160,0.14216607809066772,6.123183727264404,,
214290,160,,,0.06017891690135002,0.9841254949569702
215621,161,0.14071013033390045,6.26016092300415,,
215621,161,,,0.058939337730407715,0.984565794467926
216952,162,0.1399117112159729,6.278419017791748,,
216952,162,,,0.058296188712120056,0.9852174520492554
218283,163,0.13465151190757751,6.319299697875977,,
218283,163,,,0.057782646268606186,0.9848417043685913
219614,164,0.1383148580789566,6.3590850830078125,,
219614,164,,,0.058911267668008804,0.9848241209983826
220945,165,0.127700537443161,6.419817924499512,,
220945,165,,,0.056133996695280075,0.9855403304100037
222276,166,0.14056922495365143,6.34463357925415,,
222276,166,,,0.056439097970724106,0.9853583574295044
223607,167,0.14000563323497772,6.357176303863525,,
223607,167,,,0.056924205273389816,0.9848769307136536
224938,168,0.13286679983139038,6.42171573638916,,
224938,168,,,0.05496946722269058,0.9859160780906677
226269,169,0.13446365296840668,6.426818370819092,,
226269,169,,,0.054130133241415024,0.9856812357902527
227600,170,0.13474544882774353,6.378881931304932,,
227600,170,,,0.05289974808692932,0.985863208770752
228931,171,0.13498027622699738,6.289670944213867,,
228931,171,,,0.05315482243895531,0.986045241355896
230262,172,0.1441856026649475,6.304024696350098,,
230262,172,,,0.052605804055929184,0.986285924911499
231593,173,0.1361544281244278,6.337006092071533,,
231593,173,,,0.05266926810145378,0.9861567616462708
232924,174,0.13441668450832367,6.399815082550049,,
232924,174,,,0.05088893696665764,0.9865735769271851
234255,175,0.14380988478660583,6.337027072906494,,
234255,175,,,0.05102173238992691,0.9865500926971436
235586,176,0.13606049120426178,6.556698799133301,,
235586,176,,,0.05056428536772728,0.9872076511383057
236917,177,0.13479241728782654,6.467218399047852,,
236917,177,,,0.04992692545056343,0.9868965148925781
238248,178,0.13070636987686157,6.636527061462402,,
238248,178,,,0.0490371435880661,0.9873896241188049
239579,179,0.13056546449661255,6.44478178024292,,
239579,179,,,0.049190230667591095,0.9871137142181396
240910,180,0.1356847584247589,6.433181285858154,,
240910,180,,,0.04701359197497368,0.9881587028503418
242241,181,0.14380988478660583,6.302725315093994,,
242241,181,,,0.0477089062333107,0.9873837828636169
243572,182,0.14301146566867828,6.2085041999816895,,
243572,182,,,0.04787922278046608,0.9875715970993042
244903,183,0.13554386794567108,6.422516345977783,,
244903,183,,,0.048120781779289246,0.9875246286392212
246234,184,0.1377982348203659,6.597968101501465,,
246234,184,,,0.046796124428510666,0.987771213054657
247565,185,0.14244787395000458,6.323151111602783,,
247565,185,,,0.04621805623173714,0.9881293177604675
248896,186,0.13944204151630402,6.326844215393066,,
248896,186,,,0.045158833265304565,0.9886224865913391
250227,187,0.13977080583572388,6.424296855926514,,
250227,187,,,0.04582682251930237,0.9878768920898438
251558,188,0.13892541825771332,6.484155654907227,,
251558,188,,,0.04487907513976097,0.9882761240005493
252889,189,0.1207495778799057,6.838778018951416,,
252889,189,,,0.044489938765764236,0.9882878661155701
254220,190,0.13869059085845947,6.589816570281982,,
254220,190,,,0.043214552104473114,0.9887751340866089
255551,191,0.14136764407157898,6.54797887802124,,
255551,191,,,0.043116357177495956,0.9886459708213806
256882,192,0.13789217174053192,6.58787727355957,,
256882,192,,,0.043694447726011276,0.9889512658119202
258213,193,0.14132069051265717,6.350802421569824,,
258213,193,,,0.043096695095300674,0.9887927174568176
259544,194,0.13793912529945374,6.361676216125488,,
259544,194,,,0.04201127961277962,0.9889101386070251
260875,195,0.13591960072517395,6.7051825523376465,,
260875,195,,,0.04217690974473953,0.9891156554222107
262206,196,0.1420721411705017,6.418096542358398,,
262206,196,,,0.042560506612062454,0.9886283874511719
263537,197,0.13944204151630402,6.4686760902404785,,
263537,197,,,0.04064173623919487,0.9896968603134155
264868,198,0.1330077052116394,6.6052165031433105,,
264868,198,,,0.040177322924137115,0.9898494482040405
266199,199,0.14221303164958954,6.468008041381836,,
266199,199,,,0.04002697020769119,0.9897614121437073
267530,200,0.13699981570243835,6.5414628982543945,,
267530,200,,,0.039753492921590805,0.9899316430091858
268861,201,0.13493330776691437,6.535382270812988,,
268861,201,,,0.04028255492448807,0.9896498918533325
270192,202,0.13901935517787933,6.479989528656006,,
270192,202,,,0.0398067906498909,0.9896851181983948
271523,203,0.13714070618152618,6.614547252655029,,
271523,203,,,0.03941509500145912,0.989773154258728
272854,204,0.13850271701812744,6.517528533935547,,
272854,204,,,0.03863365203142166,0.9901782274246216
274185,205,0.1334303915500641,6.4330668449401855,,
274185,205,,,0.03944385051727295,0.989778995513916
275516,206,0.13751643896102905,6.493422508239746,,
275516,206,,,0.03741730377078056,0.9906302690505981
276847,207,0.141414612531662,6.515247821807861,,
276847,207,,,0.03951176628470421,0.9899433851242065
278178,208,0.13925418257713318,6.455502033233643,,
278178,208,,,0.03780475631356239,0.9903954267501831
279509,209,0.1334303915500641,6.692168712615967,,
279509,209,,,0.036059509962797165,0.990871012210846
280840,210,0.14056922495365143,6.469914436340332,,
280840,210,,,0.037608347833156586,0.9904658794403076
282171,211,0.1356847584247589,6.6168060302734375,,
282171,211,,,0.03580370917916298,0.9907535910606384
283502,212,0.13483937084674835,6.579316139221191,,
283502,212,,,0.03598988801240921,0.9907770752906799
284833,213,0.13319556415081024,6.665064811706543,,
284833,213,,,0.036009281873703,0.9908416271209717
286164,214,0.13390006124973297,6.564190864562988,,
286164,214,,,0.03605325147509575,0.9909062385559082
287495,215,0.1350742131471634,6.618749618530273,,
287495,215,,,0.03656275197863579,0.9905128479003906
288826,216,0.14019350707530975,6.4433135986328125,,
288826,216,,,0.035847727209329605,0.9908181428909302
290157,217,0.14235393702983856,6.63650369644165,,
290157,217,,,0.034500546753406525,0.991158664226532
291488,218,0.14108584821224213,6.593496799468994,,
291488,218,,,0.034758828580379486,0.9911762475967407
292819,219,0.141461580991745,6.545600414276123,,
292819,219,,,0.034330740571022034,0.9909179210662842
294150,220,0.13634228706359863,6.585045337677002,,
294150,220,,,0.03434857353568077,0.991540253162384
295481,221,0.14179034531116486,6.609055995941162,,
295481,221,,,0.03462890908122063,0.991017758846283
296812,222,0.13235017657279968,6.734537124633789,,
296812,222,,,0.03371521830558777,0.9914169907569885
298143,223,0.14019350707530975,6.564913749694824,,
298143,223,,,0.03383864089846611,0.9909531474113464
299474,224,0.1409449577331543,6.599944591522217,,
299474,224,,,0.03321777284145355,0.9915108680725098
300805,225,0.14338718354701996,6.490774154663086,,
300805,225,,,0.03257736191153526,0.991640031337738
302136,226,0.13413488864898682,6.590081691741943,,
302136,226,,,0.03320816159248352,0.991640031337738
303467,227,0.141414612531662,6.538673400878906,,
303467,227,,,0.03268350288271904,0.9917281270027161
304798,228,0.1420721411705017,6.511642932891846,,
304798,228,,,0.032058410346508026,0.9919218420982361
306129,229,0.13709373772144318,6.5245866775512695,,
306129,229,,,0.03230918198823929,0.991733968257904
307460,230,0.14179034531116486,6.516862392425537,,
307460,230,,,0.031990889459848404,0.9919747114181519
308791,231,0.14240090548992157,6.5825605392456055,,
308791,231,,,0.031180456280708313,0.9920568466186523
310122,232,0.14066316187381744,6.522147178649902,,
310122,232,,,0.0322636179625988,0.9917457103729248
311453,233,0.139348104596138,6.701841354370117,,
311453,233,,,0.03102804161608219,0.9921214580535889
312784,234,0.13521510362625122,6.691060543060303,,
312784,234,,,0.0317380391061306,0.9916694164276123
314115,235,0.1372346431016922,6.645918369293213,,
314115,235,,,0.031126130372285843,0.9920157790184021
315446,236,0.14127372205257416,6.426392555236816,,
315446,236,,,0.030669113621115685,0.9922975897789001
316777,237,0.1356847584247589,6.599890232086182,,
316777,237,,,0.031456977128982544,0.9921097159385681
318108,238,0.13540296256542206,6.510417461395264,,
318108,238,,,0.0306461863219738,0.9921919107437134
319439,239,0.14132069051265717,6.626299858093262,,
319439,239,,,0.03051898069679737,0.9922036528587341
320770,240,0.13601352274417877,6.4630889892578125,,
320770,240,,,0.030530348420143127,0.9923915266990662
322101,241,0.13606049120426178,6.598842144012451,,
322101,241,,,0.029997864738106728,0.9925676584243774
323432,242,0.13864362239837646,6.67625617980957,,
323432,242,,,0.029957104474306107,0.9924267530441284
324763,243,0.1377982348203659,6.54890775680542,,
324763,243,,,0.0293135903775692,0.9926556944847107
326094,244,0.13859665393829346,6.625246524810791,,
326094,244,,,0.02881302312016487,0.9927965998649597
327425,245,0.13591960072517395,6.7179274559021,,
327425,245,,,0.029449675232172012,0.9926322102546692
328756,246,0.1383148580789566,6.53951358795166,,
328756,246,,,0.028227386996150017,0.9931312203407288
330087,247,0.139395073056221,6.581508636474609,,
330087,247,,,0.02923489920794964,0.9925676584243774
331418,248,0.14080405235290527,6.7054548263549805,,
331418,248,,,0.029138581827282906,0.992737889289856
332749,249,0.12957918643951416,6.653608322143555,,
332749,249,,,0.028680162504315376,0.9928259253501892
334080,250,0.141555517911911,6.594054698944092,,
334080,250,,,0.0280446857213974,0.993025541305542
335411,251,0.13004884123802185,6.686634063720703,,
335411,251,,,0.027995489537715912,0.9931899309158325
336742,252,0.13643622398376465,6.681724548339844,,
336742,252,,,0.029048023745417595,0.9927319884300232
338073,253,0.1424948275089264,6.644811630249023,,
338073,253,,,0.027612660080194473,0.99311363697052
339404,254,0.13601352274417877,6.742682933807373,,
339404,254,,,0.028513098135590553,0.9928083419799805
340735,255,0.1339939832687378,6.675081729888916,,
340735,255,,,0.0276833213865757,0.9930314421653748
342066,256,0.13817396759986877,6.745530128479004,,
342066,256,,,0.02787376195192337,0.9929962158203125
343397,257,0.1371876746416092,6.708157062530518,,
343397,257,,,0.026940304785966873,0.9935245513916016
344728,258,0.14423257112503052,6.640373229980469,,
344728,258,,,0.027026092633605003,0.9932838678359985
346059,259,0.13375915586948395,6.827483654022217,,
346059,259,,,0.02666018344461918,0.9934306144714355
347390,260,0.1351211667060852,6.779819965362549,,
347390,260,,,0.027215344831347466,0.9930842518806458
348721,261,0.1367180198431015,6.759612560272217,,
348721,261,,,0.027492087334394455,0.9929962158203125
350052,262,0.13685891032218933,6.588888168334961,,
350052,262,,,0.026288293302059174,0.9934188723564148
351383,263,0.1334773600101471,6.734979629516602,,
351383,263,,,0.027224188670516014,0.9931957721710205
352714,264,0.13925418257713318,6.6042351722717285,,
352714,264,,,0.026918377727270126,0.9934306144714355
354045,265,0.13606049120426178,6.692138671875,,
354045,265,,,0.025857100263237953,0.9937006831169128
355376,266,0.13897238671779633,6.586304187774658,,
355376,266,,,0.02612496167421341,0.9934834837913513
356707,267,0.13690587878227234,6.808619976043701,,
356707,267,,,0.026245666667819023,0.9935245513916016
358038,268,0.1383148580789566,6.758781909942627,,
358038,268,,,0.026063622906804085,0.9935774207115173
359369,269,0.13577869534492493,6.611120223999023,,
359369,269,,,0.02538132295012474,0.9939472675323486
360700,270,0.13366521894931793,6.630510330200195,,
360700,270,,,0.026203341782093048,0.9934599995613098
362031,271,0.139348104596138,6.727859973907471,,
362031,271,,,0.02579641155898571,0.9936889410018921
363362,272,0.1367649883031845,6.7919697761535645,,
363362,272,,,0.02658926695585251,0.993407130241394
364693,273,0.13657711446285248,6.657154083251953,,
364693,273,,,0.02554873377084732,0.9936126470565796
366024,274,0.13850271701812744,6.5598955154418945,,
366024,274,,,0.02557477355003357,0.9936009049415588
367355,275,0.1387845128774643,6.606541633605957,,
367355,275,,,0.025171378627419472,0.9939237833023071
368686,276,0.1313169300556183,6.6675848960876465,,
368686,276,,,0.02532307617366314,0.9938181042671204
370017,277,0.13873755931854248,6.733715057373047,,
370017,277,,,0.025153622031211853,0.9938004612922668
371348,278,0.13554386794567108,6.677510738372803,,
371348,278,,,0.025531597435474396,0.9934188723564148
372679,279,0.13699981570243835,6.802160263061523,,
372679,279,,,0.024589983746409416,0.9937946200370789
374010,280,0.13634228706359863,6.761404037475586,,
374010,280,,,0.025184795260429382,0.9937476515769958
375341,281,0.1335712969303131,6.794651985168457,,
375341,281,,,0.02505837380886078,0.9939765930175781
376672,282,0.1270899921655655,6.78165340423584,,
376672,282,,,0.024946710094809532,0.9935069680213928
378003,283,0.1377042979001999,6.710974216461182,,
378003,283,,,0.024907607585191727,0.9936830997467041
379334,284,0.1356378048658371,6.7687578201293945,,
