step,epoch,val_acc,val_loss,loss,acc
379334,284,,,0.024669695645570755,0.9941057562828064
380665,285,0.14066316187381744,6.745196342468262,,
380665,285,,,0.02529476396739483,0.9939472675323486
381996,286,0.1377042979001999,6.698204040527344,,
381996,286,,,0.024671467021107674,0.9937300682067871
383327,287,0.1335243284702301,6.671428203582764,,
383327,287,,,0.024840932339429855,0.9937887191772461
384658,288,0.13582566380500793,6.80588436126709,,
384658,288,,,0.024629861116409302,0.9940940141677856
385989,289,0.13746947050094604,6.744833946228027,,
385989,289,,,0.023787356913089752,0.9941233992576599
387320,290,0.13859665393829346,6.68198823928833,,
387320,290,,,0.02492165006697178,0.9936889410018921
388651,291,0.1355908364057541,6.689233303070068,,
388651,291,,,0.0242166705429554,0.9941116571426392
389982,292,0.13643622398376465,6.786105632781982,,
389982,292,,,0.023838995024561882,0.9941586256027222
391313,293,0.1362013965845108,6.785909175872803,,
391313,293,,,0.024118268862366676,0.9940059781074524
392644,294,0.13699981570243835,6.6594672203063965,,
392644,294,,,0.023874253034591675,0.9941351413726807
393975,295,0.13995866477489471,6.674232006072998,,
393975,295,,,0.02410934306681156,0.9943053722381592
395306,296,0.1377982348203659,6.760923862457275,,
395306,296,,,0.023384803906083107,0.9944051504135132
396637,297,0.13653014600276947,6.637424945831299,,
396637,297,,,0.024641310796141624,0.9937828779220581
397968,298,0.1409449577331543,6.723988056182861,,
397968,298,,,0.023957690224051476,0.9942055940628052
399299,299,0.13789217174053192,6.707348346710205,,
399299,299,,,0.02431444823741913,0.9943171143531799
